cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Sorley Boy","1 (a)","Y","Y","G.L. Wilson","pre1927","none","none","(‘Monarch’ x ‘King Alfred’) hybrid","","Fl. very large, of great substance. Mid-season to late"
"Sorrento","2 (a)","","","P.D. Williams","pre1938","none","none","","",""
"Soult","2 (a)","Y","Y","P.D. Williams","pre1927","none","none","","",""
"Soundness","1 (b)","W","Y","P. van Deursen","pre1939","none","AM Haarlem  1939 ","‘Roxane’ hybrid","",""
"South Pole","1 (c)","W","","E.H. Krelage & Son","pre1912","none","FCC Haarlem  1912 ","","","Corona clear sulphur yellow and white, with rim rolled"
"Souvenir","2 (a)","","","R.H. Bath","pre1929","none","none","","",""
"Sovereign","1 (a)","Y","Y","D.V. West","pre1927","none","none","","","Fl. light yellow"
"Sovereign","8","","","M. van Waveren & Sons","pre1916","none","none","","",""
"Spahi","0","","","J. Pope","pre1907","none","none","","",""
"Spandrel","1 (a)","Y","Y","G.H. Johnstone","pre1953","none","none","","",""
"Spar White","1 (c)","W","W","Cartwright & Goodwin","pre1916","none","none","","",""
"Spark","3","","","G.H. Engleheart","pre1907","none","none","","",""
"Spark","3 (b)","W","","G.L. Wilson","pre1907","none","none","","",""
"Sparkle","2 (a)","","","Oregon Bulb Farms","pre1950","none","none","","",""
"Sparkler","2 (a)","Y","YOO","G.H. Engleheart","pre1910","none","AM(c)(m)  1916 ","","","Perianth segments rich yellow; corona expanded, golden yellow at base, shading to bright scarlet-orange at rim"
"Sparta","3 (b)","W","","P.D. Williams","pre1910","none","none","","",""
"Specimen","1 (c)","W","W","Sir C.H. Cave","pre1928","none","none","","",""
"Spectator","2 (b)","W","YYO","G.A. Uit den Boogaard","pre1954","none","AM Haarlem  1957 ","","",""
"Spectrum","3 (b)","W","","W.B. Hartland","pre1908","none","none","","",""
"Spelter","2 (a)","Y","O","J.L. Richardson","pre1951","none","AM Haarlem  1954 ","‘Royal Mail’","‘Red Goblet’",""
"Spenser","9","W","","G.H. Engleheart","pre1901","none","AM 1901 ","{N. radiiflorus} var. {poetarum}","{N. poeticus} var. {recurvus}",""Red-eyed". Mid-season"
"Sphinx","2 (a)","","","H.A. Brown","pre1936","none","none","","",""
"Spica","2 (b)","W","","A.M. Wilson","pre1946","none","none","","",""
"Spice","2 (b)","W","","Oregon Bulb Farms","pre1950","none","none","","",""
"Spinado","3 (b)","W","","P.D. Williams","pre1928","none","none","","",""
"Spindrift","5","","","F.H. Chapman","pre1910","none","none","‘White Lady’","{N. triandrus}","Fl. 95 mm wide"
"Spinet","9","","","F.H. Chapman","pre1927","none","none","","",""
"Spinnaker","2 (b)","W","","G.H. Engleheart","pre1907","none","none","","",""
"Spinoza","1 (b)","W","","de Graaff Bros","pre1928","none","none","","",""
"Spinster","2 (a)","","","F.H. Chapman","pre1915","none","none","","",""
"Spionella","5","","","E.H.G. Thurston","pre1930","none","none","","",""
"Spirk","1 (c)","W","W","G.L. Wilson","pre1936","none","none","","",""
"Spitfire","3 (a)","","","G.H. Engleheart","pre1916","none","none","","",""
"Splash","2 (a)","Y","O","G.H. Johnstone","1948","none","none","","","Fl. 92 mm wide. Mid-season"
"Splendens","2","Y","Y","E. Leeds","pre1877","Incomparabilis Sulphureus `Splendens'","none","","","Corona yellow, stained orange"
"Splendid","1 (a)","","","L. van Leeuwen & Son","pre1933","none","none","","",""
"Splendour","1 (a)","","","G.H. Engleheart","pre1916","none","none","","",""
"Sportsman","1 (a)","Y","Y","G.L. Wilson","pre1927","none","none","","","Fl. golden yellow; corona with rim flanged and dentate"
"Spot Light","2 (a)","Y","R","C. Goodson","pre1927","none","none","","",""
"Spranston","5","W","W","W.A. Grace","pre1927","none","none","","",""
"Sprig","2 (a)","","","P.D. Williams","pre1930","none","none","","",""
"Sprightly","1 (a)","Y","Y","Barr & Sons","pre1902","none","none","","","Fl. rich golden yellow. Early"
"Spring","1 (b)","W","","Barr & Sons","pre1907","none","none","","",""
"Spring Gem","3 (b)","W","","Warnaar & Co.","pre1933","none","none","","",""
"Springbok","2 (a)","Y","Y","","pre1927","none","none","","","Fl. rich golden yellow"
"Sprite","1","W","W","?A. Gray","pre1972","none","none","","","Corona white or very pale primrose"
"Sprite","3 (b or c)","W","","J. Mallender","pre1914","none","none","","",""
"Spritely","2 (b)","W","P","T.H. Piper","","none","none","‘Nina’","‘Dear Me’",""
"Spry","2 (a)","Y","R","G.L. Wilson","pre1950","none","none","‘Indian Summer’","‘Carbineer’","Perianth segments clear yellow; corona almost blood red"
"Spun Gold","2 (a)","","","Mrs R.S. Cobley","pre1932","none","none","","",""
"Squib","2 (a)","Y","","G.H. Johnstone","pre1950","none","none","","",""
"Srinigar","2 (a)","Y","Y","W.A. Grace","pre1927","none","none","","",""
"Stability","2 (b)","W","Y","G.L. Wilson","pre1923","none","none","‘Princess Mary’","‘Vestal Virgin’","Perianth segments spreading, of good substance, overlapping; corona pale primrose. Very late"
"Stadium","2 (b)","W","Y","J.L. Richardson","pre1948","none","*AM(g)  1953 AM Haarlem  1967 ","","","Fl. 115 mm wide; perianth segments broadly ovate, blunt, mucronate, greenish white (1D), spreading, plane, with margins slightly incurving, regular, overlapping half; the inner segments somewhat twisted or inflexed; corona very short funnel-shaped, smooth or slightly ribbed, vivid yellow 9B, with mouth widely expanded and frilled, rim deeply notched and crenate, with margins flanged. 2n=28"
"Stalwart","1 (a)","","","Sir A.P.W. Thomas","pre1930","none","none","","",""
"Stamboul","3 (b)","W","YYR","The Brodie of Brodie","pre1925","none","none","‘Mozart’","‘Gallipoli’","Perianth segments of thick substance; corona large, bright yellow, with a broad band of bright red at rim"
"Stand By","1","W","Y","","","none","none","","",""
"Standard","1 (a)","Y","Y","C.G. van Tubergen","pre1927","none","none","","","Fl. 120 mm wide; perianth segments pale lemon, overlapping one-third; corona buttercup yellow, with mouth expanded. Mid-season"
"Standby","2 (a)","","","E.T. England","pre1938","none","none","","",""
"Standfast","1 (a)","Y","Y","A.M. Wilson","pre1957","none","none","","","Fl. clear yellow; corona with mouth slightly flared"
"Standfast","9","","","G.H. Engleheart","pre1930","none","none","","",""
"Stanfield","1 (a)","Y","Y","","pre1891","none","none","","",""
"Stanley","2 (b)","W","Y","W. Backhouse","pre1890","none","none","","","Corona straight-sided"
"Stanza","9","","","G.H. Engleheart","pre1914","none","none","","",""
"Stapleton","9","","","N.Y. Lower","pre1929","none","none","","",""
"Star King","3 (b)","W","","de Graaff Bros","pre1948","none","none","","",""
"Star Plane","2 (b or c)","W","","C. Goodson","pre1933","none","none","","",""
"Stardance","3 (b)","W","","de Graaff Bros","pre1948","none","none","","",""
"Stardust","3 (c)","W","W","G.L. Wilson","pre1942","none","none","’Silver Plane’","’Silver Coin’","Corona shallow, fluted, frilled"
"Starfish","3 (a)","","","de Graaff Bros","pre1897","none","none","","",""
"Stargazer","1","Y","GYY","","","none","none","","",""
"Stargazer","2 (c)","W","W","Mrs P.M. Davis","pre1948","none","none","","",""
"Starlight","8","W","R","J. Veitch & Sons","pre1907","none","none","","","Corona disc-shaped, scarlet"
"Starling","3 (b)","W","","Sir C.H. Cave","pre1908","none","none","","",""
"Starshell","3 (a)","","","Hon. Mrs Petre","pre1934","none","none","","",""
"Startler","2 (b)","W","","J. Bankhead","pre1950","none","none","","",""
"Starvell","2 (b)","W","Y","R.P. Cook","pre1949","none","none","","","Perianth segments pure white; corona expanded, greeny lemon, shading to darker tones at base, frilled"
"Statendam","1 (a)","Y","Y","de Graaff Bros","pre1929","`Etat General'","AM Haarlem  1929 ","","",""
"Statesman","2 (b)","W","","J. Bankhead","pre1950","none","none","","",""
"Statira","8","Y","Y","","pre1798","none","none","","","Fl. sulphur yellow"
"Statue","2 (b)","W","Y","J.L. Richardson","pre1938","none","PC(e)  1947 AM(e)  1947 ","‘Mitylene’","‘Fortune’","Fl. 124 mm wide; perianth segments fairly broad, smooth; corona funnel-shaped, brilliant greenish yellow 6C, frilled"
"Stavangar","1 (a)","Y","Y","J.N. Hancock & Co.","","none","none","","","Fl. bright yellow"
"Staveley","1 (a)","","","J.O. Sherrard","pre1950","none","none","","",""
"Stay Sail","2 (b)","W","","E.M. Crosfield","pre1916","none","none","","",""
"Stella","2 (b)","W","Y","W. Backhouse","pre1869","Incomparabilis Albus `Stella'","none","","","Fl. star-shaped; perianth segments ovate, acute, fairly prominently mucronate, spreading or a little inflexed, sometimes twisted or with margins wavy or incurled, separated or only slightly overlapping; corona long cup-shaped, ribbed, with mouth straight, loosely frilled. Early or very early"
"Stellatus","0","","Y","?E.Leeds","pre1877","Incomparabilis Albus `Stellatus'","none","","",""
"Stellatus","1","Y","Y","","","none","none","","",""
"Stellatus","2","Y","Y","","","none","none","","",""
"Stellatus","3","W","Y","","","none","none","","",""
"Stentor","1 (a)","Y","Y","G.B. van Rhijn","pre1953","none","none","","",""
"Stephanie","2 (a)","Y","GGR","A.M. Wilson","pre1948","none","none","","","Fl. rounded; perianth segments creamy primrose, of thick substance; corona disc-shaped, greenish, with intense red at rim"
"Sterill","2 (a)","Y","R","H. Selkirk","pre1927","none","none","","",""
"Sterling","1 (a)","Y","Y","R.L. Thornton","pre1930","none","none","","",""
"Steyning","2 (b)","W","YYO","Sir F.C. Stern","pre1948","none","none","","","Corona disc-shaped, yellow, with a line of orange at rim"
"Stheno","2 (a)","","","A.M. Wilson","pre1916","none","none","","",""
"Stillwood","2","W","P","K.J. Heazlewood","c. 1967","none","none","‘Sellada’","‘Roseum’",""
"Stilton","9","W","YYR","E.B. Champernowne","pre1909","none","none","","","2n=28"
"Stirling","1 (a)","Y","Y","J.L. Richardson","c. 1956","none","none","‘Beacon’","‘Pilgrimage’ hybrid",""
"Stocken","3 (b)","W","","A.M. Wilson","pre1950","none","none","","","2n=21"
"Stockwell","1 (a)","","","G.P. Haydon","pre1910","none","none","","",""
"Stoic","0","Y","O","C.O. Fairbairn","pre1940","none","none","","","Perianth segments old gold; corona cup-shaped, with rounded sides, orange"
"Statesman","2 (a)","Y","O","H.A. Brown","pre1949","none","none","","","Corona pale orange, with a deeper tone at rim, neatly frilled"
"Statesman","2 (a)","Y","Y","J.T. Gray","pre1949","none","none","","","Fl. large, deep yellow"
"Stoic","2 (b)","W","","J.L. Richardson","pre1939","none","none","","",""
"Stoke","5","Y","Y","P.D. Williams","pre1934","none","none","","",""
"Stoker","3 (b)","W","","W. Balch","pre1933","none","none","","",""
"Stolberg","2 (c)","W","W","C.G. van Tubergen","pre1914","none","*HC(g)  1930 *HC(g)  1936 FCC Haarlem  1914 ","","","Fl. facing slightly downwards; perianth segments pure white, overlapping; corona opening pale primrose yellow, becoming creamy white, frilled. Mid-season"
"Stonechat","2 (b)","","","","pre1950","none","none","","",""
"Stonechat","3 (a)","Y","R","G.H. Engleheart","pre1903","none","none","","","Fl. star-shaped; perianth segments yellow, overlapping; corona scarlet"
"Stonecote","3 (a)","","","A.M. Wilson","pre1950","none","none","","",""
"Stoplight","2 (b)","W","","Warnaar & Co","pre1943","none","none","","",""
"Storeen","9","W","YYO","P.D. Williams","pre1928","none","none","","",""
"Stormcock","1 (a)","Y","Y","E.B. Champernowne","pre1933","none","none","","","Early"
"Stornoway","1 (a)","","","Barr & Sons","pre1927","none","none","","",""
"Stout Lad","2 (a)","Y","Y","G.L. Wilson","pre1941","none","*AM(g)  1953 ","‘Faithful’ hybrid","","Fl. 95 mm wide; perianth segments light greenish yellow 4B, with margins slightly incurving, overlapping half; corona vivid yellow 13A, mouth a little expanded, frilled, rim slightly reflexed, dentate"
"Stowaway","2 (a or b)","","","J.N. Hancock & Co.","pre1949","none","none","","",""
"Straight","1 (b)","W","Y","P. van Deursen","pre1938","none","*AM(g)  1956 *FCC(g)  1962 AM Haarlem  1938 ","","","Fl. 108 mm wide; perianth segments creamy white, with margins incurving, overlapping one-third; corona vivid yellow 9A, smooth, mouth expanded and frilled, rim reflexed and dentate. 2n=28"
"Stralmak","0","","","New Zealand origin","pre1940","none","none","","",""
"Stranger","3 (b)","W","WWO","J.N. Hancock & Co.","pre1949","none","none","","","Perianth segments cream; corona cream, with orange at rim"
"Strathern","0","","P","?E.W. Philpott","pre1959","none","none","","",""
"Stratus","1 (a)","","","G.H. Engleheart","pre1923","none","none","","",""
"Stresa","1 (c)","W","W","P. van Deursen","pre1938","none","none","‘Imperator’","‘Roxane’",""
"Stretto","3 (b)","W","","W.A. Grace","pre1938","none","none","","",""
"Strigil","2 (a)","Y","Y","G.H. Engleheart","pre1930","none","*AM(g)  1930 ","","","Fl. 86 mm wide; perianth segments sulphur, suffused lemon yellow, overlapping half; corona pale buttercup yellow, with mouth expanded. Mid-season to late"
"Striking","9","","","de Graaff Bros","pre1927","none","AM Haarlem  1935 ","","",""
"Stringbow","2","W","Y","","","none","none","","",""
"Striver","0","","P","Alister Clark","pre1948","none","none","","",""
"Stromboli","3 (b)","W","","N.Y. Lower","pre1913","none","none","","",""
"Strongbow","2 (b)","W","Y","G.H. Engleheart","pre1898","none","AM 1899 AM 1903 ","","","Perianth segments broad, snow white, overlapping; corona expanded, rich yellow"
"Strophe","3 (b or c)","W","","W.B. Hartland","pre1913","none","none","","",""
"Stuart","1 (b)","W","","","pre1938","none","none","","",""
"Study","2 (a)","","","Sir C.H. Cave","pre1928","none","none","","",""
"Sturry","2 (a)","","","F.D.B. Cobb","pre1954","none","none","","",""
"Stylist","0","","","New Zealand origin","pre1940","none","none","","",""
"Stylita","3 (b)","W","","G. Haver","pre1938","none","AM Haarlem  1938 ","","",""
"Styx","3 (a)","","","de Graaff Bros","pre1927","none","none","","",""
"Substance","2 (b)","W","","L. van Leeuwen & Son","pre1931","`Reliance'","none","","",""
"Successor","1 (a)","Y","Y","de Graaff Bros","pre1943","none","none","","",""
"Suda","2 (b)","W","Y","The Brodie of Brodie","c.1921","none","AM(e)  1927 ","‘Nevis’","‘Lord Kitchener’","Perianth segments broadly ovate, blunt, prominently mucronate, pure white, spreading, with margins incurling at apex and recurved at base, of good substance, overlapping one-third to a half; the inner segments somewhat inflexed, with margins wavy; corona funnel-shaped, opening primrose yellow, becoming pinkish yellow, with mouth widely expanded and even, rim shallowly crenate"
"Sudan","2 (a)","Y","R","J.L. Richardson","pre1937","none","none","‘Tregoose’","‘Hades’","Perianth segments deep greenish lemon yellow; corona ruby red. 2n=28"
"Suffren","4","Y","Y","A.J. Bliss","pre1931","none","none","‘Emperor’","‘Telamonius Plenus’","Fl. 76 mm wide, bright buttercup yellow. Mid-season to late"
"Suffride","1 (a)","","","de Graaff Bros","pre1923","none","none","","",""
"Sugar Plum","0","","P","Alister Clark","pre1948","none","none","","",""
"Sugarbush","7","W","YYW","A. Gray","pre1954","none","*AM(p)  1986 ","{N. jonquilla}","‘John Evelyn’ x ‘Red Cross’","Fls 1-2 per stem, 65 mm wide, opening yellow; perianth segments broadly ovate, prominently mucronate, becoming ivory white, spreading or a little inflexed, with margins incurling, overlapping half; the inner segments more nearly roundish, less noticeably mucronate, with margins deeply incurved; corona bowl-shaped, broadly ribbed, becoming between brilliant yellow 8A and light greenish yellow 8B, with creamy white at rim, mouth very shallowly lobed, wavy, with rim minutely notched. Mid-season. 2n=21"
"Suilven","2 (a)","","","A.M. Wilson","pre1916","none","none","","",""
"Suitor","2 (a or b)","","","J.N. Hancock & Co.","pre1949","none","none","","",""
"Sulivan","1 (b)","W","","J.W. Barr","pre1930","none","none","","",""
