cultivar,division,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
Swarthmoor,2,YYW,Y,Reg Nicholl,,none,none,‘Chiloquin’,‘Delectable’,"Fl. rounded, 72 mm wide; perianth segments very broadly ovate, rounded at apex, brilliant greenish yellow 7C, with white at base and with fairly prominent white mucro, spreading, concave or with margins incurling at apex, smooth, overlapping half; corona funnel-shaped, broad, light orange-yellow 16C, with a band of a slightly darker tone (16B) at rim, mouth ribbed and expanded, densely frilled. Mid-season"
Firehills,2,Y,O,N.A. Burr,,none,none,Lea sdlg 1-18-66,‘Loch Hope’,"Fl. forming a double triangle, 93 mm wide; perianth segments broadly ovate, blunt, only very slightly mucronate, vivid yellow 9A, spreading, plane, smooth, regular, overlapping one-third to a half; corona funnel-shaped, smooth or loosely ribbed, vivid orange 28B, mouth 6-lobed, straight, wavy, with rim entire. Early. Sunproof"
Fairlight Glen,2,W,YYO,N.A. Burr,1981-03-30,none,none,‘Homage’,‘Irish Minstrel’,"Fl. rounded, 91 mm wide; perianth segments very broadly ovate, blunt, fairly prominently mucronate, sparkling white, spreading, somewhat concave, regular, overlapping half; the inner segments square-shouldered at base, more nearly plane, with margins occasionally nicked; corona shallow funnel-shaped, ribbed, vivid yellow 12A, with dark green noticeable in tube and a line of light orange (23A) at rim, mouth straight, rim minutely frilled. Mid-season"
Torver,2,Y,W,Reg Nicholl,,none,none,‘Daydream’,‘Chiloquin’,"Fl. forming a double triangle, 102 mm wide; perianth segments ovate, brilliant greenish yellow 3A; corona slightly flared, with mouth frilled. Mid-season"
Greenodd,3,W,YYW,Reg Nicholl,,none,none,‘Easter Moon’,‘Cool Crystal’,"Fl. 102 mm wide; perianth segments broadly ovate, blunt, sometimes slightly truncate, fairly prominently mucronate, spreading, slightly concave near apex, overlapping half; the inner segments a little narrower, not noticeably mucronate, with broad midrib showing; corona disc-shaped, deeply ribbed, brilliant to light greenish yellow 3, with dark green noticeable in tube and touches of white at rim, frilled. Tall. Late"
Trewarvas,2,W,Y,R.A. Scamp,,none,none,‘Newcastle’,‘Irish Minstrel’,"Fl. 114 mm wide; perianth segments ovate, blunt, clear white; corona smooth or slightly ribbed, rich golden yellow, with mouth a little expanded. Late"
Gold Convention,2,Y,Y,J.S.B. Lea,,none,*HC(g)  1990 *AM(g)  1991 AGM 1995 ,"","","Fl. 110 mm wide; perianth segments very broadly ovate in outline, blunt or rounded at apex, slightly mucronate, vivid yellow 9A, spreading, somewhat concave, overlapping half or more; the inner segments more or less truncate, shouldered at base; corona ribbed, orange-yellow (15A), with a slightly darker tone at mouth, mouth expanded, lightly frilled, rim crenate. Mid-season"
Marie Curie,1,Y,Y,D.C. MacArthur,,none,none,‘Golden Harvest’,‘Sun Dance’,"Fl. 114 mm wide; perianth segments ovate, slightly mucronate, vivid yellow 9A, spreading; the inner segments more narrowly ovate; corona funnel-shaped, ribbed, darker in tone (14B) than the perianth, with mouth flared and more strongly ribbed, rim notched and crenate and deeply rolled. Very early. Scented"
Vi Grant,2,W,GWW,D.C. MacArthur,,none,none,2 W-W,‘Misty Glen’,"Fl. 101 mm wide, greenish white (155A); perianth segments ovate, spreading; corona narrowly funnel-shaped, ribbed, with yellowish green (151A) at base, mouth flared and frilled, rim crenate and slightly flanged. Mid-season. Slightly scented"
Royal Dornoch,1,Y,Y,D.C. MacArthur,,none,none,‘Sun Dance’,‘Magnificence’,"Fl. 116 mm wide; perianth segments ovate, vivid yellow 12A, with white mucro, spreading, of great substance; corona funnel-shaped, ribbed, darker in tone (14A) than the perianth, mouth widely flared, lobed, rim crenate and flanged. Mid-season. Strongly scented"
Twotees,11,W,P/W,H.G. Cross,1981-03-30,none,none,‘Precedent’,‘Romance’,"Fl. 95 mm wide; perianth segments very broad in outline, blunt or rounded at apex, not prominently mucronate, yellowish white 158D, spreading, plane, with margins slightly incurling, overlapping half; the inner segments slightly inflexed, somewhat concave; corona split to base, the six segments half as long as the perianth segments and more-or-less alternate to them, squarish at apex, with a broad longitudinal band of yellow-pink (22D) at midrib shading to dusky pink (41D) at apex, flanked by white, spreading or a little inflexed, lightly frilled. Late"
Fine Romance,2,W,WPP,A.J.R. Pearson,,none,none,‘Stoke Charity’,‘Romance’,"Fl. 95 mm wide; perianth segments very broad in outline, rounded at apex, spreading, plane, smooth and of good substance, overlapping half or more; the inner segments roundish; corona cylindrical or somewhat funnel-shaped, bright rose pink, paling to pinkish white at base, with green noticeable in tube, shading to a darker tone of pink at rim, mouth lightly ribbed, straight or a little expanded, even, rim irregularly and very shallowly notched. Mid-season. Resembles `Fragrant Rose' but with shorter perianth segments and longer corona"
Uncle Duncan,1,Y,O,A.J.R. Pearson,,none,none,Sdlg 72-8-C16,sdlg 70-10-C16,"Fl. forming a double triangle, 95 mm wide; perianth segments plane, smooth; corona funnel-shaped, with apple green noticeable in tube, mouth neatly ribbed, with rim rolled. Mid-season. Sunproof"
Your Grace,2,W,W,A.J.R. Pearson,,none,none,‘Easter Moon’,‘Cloneen’,"Fl. 125 mm wide; perianth segments ovate, only very slightly mucronate, milk white, reflexed, plane or a little concave, smooth and of good substance, with broad midrib showing, regular, overlapping half; the inner segments more usually plane; corona funnel-shaped, narrowly ribbed, pinkish white, with sage green noticeable in tube, mouth lightly ribbed, straight, split in places and overlapping, a little frilled, with rim minutely crenate. Mid-season to late. Resembles `Cloneen' but with the perianth segments longer, smoother and more sharply reflexed and the corona of a different shape"
Spring Swirl,9,W,GYR,Mrs M.S. Yerger,,none,none,‘Praecox Grandiflorus’,‘Lights Out’,The inner shorter than the outer perianth segments. Late
Spring Surprise,9,W,GOR,Mrs M.S. Yerger,,none,none,‘Praecox Grandiflorus’,‘Lights Out’,The inner shorter than the outer perianth segments. Dwarf. Late
Splurge,9,W,YYR,Mrs M.S. Yerger,,none,none,‘Poet’,‘Milan’,"Fl. 60 mm wide; the inner shorter than the outer perianth segments; corona closely ribbed, brilliant greenish yellow 2B, with orange-red (32A) at rim. Mid-season"
Lookout,9,W,GGO,Mrs M.S. Yerger,,none,none,‘Sea Green’ open pollinated,"",Fl. 50 mm wide; the inner shorter than the outer perianth segments; corona with a wide band of orange at rim. Late
Least Coin,9,W,GGR,Mrs M.S. Yerger,,none,none,‘Raeburn’ open pollinated,"",Late
Fire and Ice,9,W,GGR,Mrs M.S. Yerger,,none,none,‘Felindre’ open pollinated,"",Dwarf. Very late
Copper Penny,9,W,GOR,Mrs M.S. Yerger,,none,none,‘Raeburn’ open pollinated,"",Dwarf. Late
April Glow,9,W,GYR,Mrs M.S. Yerger,,none,none,‘Sea Green’ open pollinated,"",The inner shorter than the outer perianth segments. Dwarf. Very late
Opal Sky,2,Y,Y,Mrs G. Link,1980-03-30,none,none,‘Canisp’,’Amberjack’,"Fl. light buffy yellow; perianth segments smooth and of heavy substance, overlapping; corona bowl-shaped, with green at base on opening, becoming self yellow. Early"
Prissy,5,W,GYO,Mrs G. Link,1978-03-30,none,none,‘Dinkie’,{N.triandrus},"Perianth segments opening with green at base, becoming self white, slightly reflexed, of heavy substance; corona funnel-shaped, with mouth flared. Late. Resembles a larger and later-flowered `Missy'"
Sunsplash,3,Y,YYR,Mrs G. Link,,none,none,‘Tynemouth’,‘Altruist’,"Perianth segments spreading, of thick substance, overlapping; corona bowl-shaped. Late"
Irish Jig,11,W,YWW,A.N. Kanouse,,none,none,‘Fox Trot’,pink sdlg,"Fl. 100 mm wide; perianth segments broad, rounded at apex, overlapping; the inner segments more nearly acute; corona split, the six segments opening creamy white, becoming white, with light yellow at base. Mid-season"
Hula Girl,11,Y,YWY,A.N. Kanouse,,none,none,‘Daydream’,‘Lemon Ice’,"Fl. 85 mm wide; perianth segments broad, soft light yellow, overlapping; the inner segments less broad; corona split, the six segments opposite the perianth segments, soft white, with light yellow at base and rim, spreading, frilled, with rim minutely and densely notched. Early"
Erin's Isle,11,W,W,A.N. Kanouse,1980-03-30,none,none,"","","Fl. 80 mm wide, pure white; perianth segments broad, rounded at apex; the inner segments narrower; corona deeply split, the six segments opposite and closely overlying the perianth segments, opening creamy yellow, becoming white, heavily frilled. Early"
Petite Pink,2,W,GPP,A.W. Chappell,,none,none,‘Silent Wonder’,‘John’s Pink’,"Fl. rounded, 50 mm wide; corona salmon pink. Mid-season"
Waldock,1,Y,Y,Frank Wilson,1979-03-30,none,none,‘Dutch Master’,([‘Moonstruck’ x ‘Goldcourt’] x [‘Sun Dance’ x ‘Dungiven’]),"Fl. forming a double triangle, 130 mm wide; perianth segments broadly ovate, with white mucro, spreading; the inner segments more narrowly ovate, somewhat creased, with margins wavy; corona funnel-shaped, smooth, darker in tone than the perianth, with mouth expanded, rim irregularly notched and widely rolled. Very early"
Lemon Sails,2,Y,Y,G.E. Mitsch,1978-03-30,none,none,Sdlg B36 (‘Playboy’ x ‘Daydream’) open pollinated,"","Perianth segments broad, lemon yellow, waxen smooth and of heavy substance; corona buff yellow. Mid-season"
Viennese Waltz,4,W,Y,G.E. Mitsch,1975-03-30,none,none,Sdlg Z70/3,{N. cyclamineus},"Perianth segments broadly ovate, blunt or sometimes truncate, more or less spreading at base, strongly reflexed above and sometimes twisted, overlapping at base only; corona cylindrical, smooth, cream yellow, with pink undertones, mouth flared, deeply and regularly 6-lobed, with rim crenate, usually with extra segments within. Dwarf. Very early"
Mount Etna,2,Y,Y,Albert Davis,1979-03-30,none,none,‘Camelot’,‘Arctic Gold’,"Fl. 123 mm wide, vivid yellow 13A; perianth segments broadly ovate, smooth; corona cylindrical, smooth, frilled, with rim rolled. Mid-season"
Angel Delight,3,W,Y,Albert Davis,1979-03-30,none,none,‘Kilworth’,(‘Rockall’ x ‘Woodland Prince’),"Fl. 90 mm wide; perianth segments roundish, prominently mucronate, pure white; corona bowl-shaped, brilliant greenish yellow 6A, with green noticeable in tube, closely frilled. Mid-season. Resembles `Woodland Prince' but with the perianth segments more nearly acute and the corona self coloured"
Sally Forth,2,W,YYO,Albert Davis,1979-03-30,none,none,‘Kilworth’,‘Rockall’,"Fl. 106 mm wide; perianth segments roundish, prominently mucronate; corona bowl-shaped, vivid yellow 13A, with light yellowish pink 27A at rim, neatly frilled. Mid-season. Resembles `Ringleader' but with the perianth segments more nearly roundish"
Frances Diana,2,Y,YYO,Albert Davis,,none,none,‘Perimeter’,‘Shining Light’,"Fl. 90 mm wide; perianth segments very broadly ovate, prominently mucronate, pale greenish yellow 9D; corona shallow, vivid yellow 15A, with a broad band of strong orange 25A at rim, mouth regularly frilled. Late"
Sally Sky,3,W,YOO,Albert Davis,1979-03-30,none,none,‘Kilworth’,‘Rockall’,"Fl. 95 mm wide; perianth segments very broadly ovate, prominently mucronate; corona orange, with vivid yellow 12A at base. Mid-season"
Sally Moon,2,W,Y,Albert Davis,1979-03-30,none,none,‘My Love’,‘Irish Mist’,"Fl. 92 mm wide; perianth segments roundish, prominently mucronate; corona cup-shaped, light greenish yellow 6D, neatly frilled. Mid-season"
Tropic Surprise,9,W,GGR,Mrs M.S. Yerger,,none,none,‘Dactyl’ open pollinated,"","Fl. 57 mm wide; perianth segments acute, overlapping; corona brilliant yellow-green 154B, with a darker tone (145A) at base and orange-red (31A) at rim. Very late."
Amber Surprise,9,W,GOO,Mrs M.S. Yerger,,none,none,‘Quetzal’,‘Ace of Diamonds’,"Fl. 54 mm wide; perianth segments deeply overlapping; the inner segments shorter; corona disc-shaped, strong yellow-green 145A at base, with light orange(23B) at mid-zone suffusing the rim of strong orange 24A. Mid-season"
Flickering Light,9,W,GGR,Mrs M.S. Yerger,,none,none,‘Praecox Grandiflorus’,‘Lights Out’,"Fl. 60 mm wide; corona strong yellow-green 144C, with a paler tone (145A) at base and orange-red (30A) at rim. Mid-season"
Orange Cooler,9,W,GGR,Mrs M.S. Yerger,,none,none,‘Juliet’,‘Quetzal’,"Fl. 50 mm wide; perianth segments roundish; corona disc-shaped, yellow-green (1B), with a darker tone (154A) at base and orange-red (32A) at rim. Late. Scented"
Topaz Treasure,9,W,GYO,Mrs M.S. Yerger,,none,none,‘Felindre’,‘Bon Bon’,"Fl. forming a double triangle, 60 mm wide; perianth segments slightly reflexed, deeply overlapping; the inner segments narrower; corona disc-shaped, vivid yellow 15B, with strong yellow-green 143C at base, shading to orange (28A) at rim. Late"
Old Swan,2,W,W,J.T.E. Akers,,none,none,‘It’s True’,‘Vigil’,Fl. 117 mm wide. Late
Altofts,3,W,O,J.T.E. Akers,,none,none,‘Ringleader’,‘Rockall’,Fl. 100 mm wide. Late
Astingley,3,W,YYO,J.T.E. Akers,,none,none,‘Dell Chapel’,‘Valediction’,Fl. 80 mm wide. Mid-season
Newland,3,W,GYY,J.T.E. Akers,,none,none,‘Valediction’,‘Old Satin’,Fl. 89 mm wide. Late
Vikiwi,1,Y,Y,R.J. Abernethy,,none,none,‘Mangere’,‘Viking’,"Fl. very smooth and of heavy substance; corona funnel-shaped, with rim flanged. Mid-season"
Kamalight,2,Y,Y,R.J. Abernethy,,none,none,"","","Fl. golden yellow, smooth; corona funnel-shaped, only slightly expanded. Early to mid-season"
David's Gold,1,Y,Y,R.J. Abernethy,,none,none,‘Sun Gold’ open pollinated,"","Fl. deep golden yellow, smooth and of heavy substance; perianth segments very broadly ovate, blunt; the inner segments more narrowly ovate; corona funnel-shaped, with rim lightly rolled. Mid-season. Resembles an improved `Sun Gold'"
Gold Light,2,Y,Y,R.J. Abernethy,,none,none,‘First Light’,’Masked Light’,"Fl. bright golden yellow; corona funnel-shaped, with mouth only slightly flared. Mid-season"
Automedon,1,Y,Y,"",1886-03-30,none,none,"","","Perianth segments yellow; corona very large, full yellow"
Challenger,1,Y,Y,"",1886-03-30,none,none,"","",Perianth segments sulphur yellow; corona rim crenate
Troilus,1,Y,Y,"",1886-03-30,none,none,"","",Perianth segments sulphur yellow; corona rich yellow. Dwarf. Early
Cressida,1,Y,Y,W. Wilks,1888-03-30,none,none,‘Troilus’ hybrid,"","Fl. yellow; perianth segments broadly ovate, a little inflexed, with margins wavy, overlapping one-third to a half; corona very broad funnel-shaped, with mouth expanded and frilled, rim deeply notched. Resembles a larger-flowered `Troilus'"
Dear Love,11,W,YPP,D.S. Bell,,none,none,‘Perlax’,‘Accent’,"Fl. 106 mm wide; perianth segments smooth; corona segments pink, with yellow at base and touches of creamy white at rim. Mid-season. Resembles `Perlax' but with a differently coloured corona"
Ferndown,3,Y,Y,J.W. Blanchard,1971-03-30,none,AM(e)  1979 ,‘Lemonade’,sdlg 59/33C,"Fl. rounded, 85 mm wide; perianth segments very broadly ovate, rounded at apex or slightly truncate, light greenish yellow 5D, a little reflexed, with margins slightly incurving, regular, overlapping half or more; the inner segments more nearly spreading or a little inflexed; corona funnel-shaped, ribbed, darker in tone (12B flushed 15A) than the perianth, with yet darker tones at rim, mouth even, rim minutely notched. Mid-season"
