cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Corozal","3","W","GYO","A.J.R. Pearson","1979","none","none","‘Fairy Tale’","(‘Fairy Tale’ x ‘Corofin’)","Fl. 100 mm wide; perianth segments very broad, truncate, fairly prominently mucronate, a little reflexed, concave, with broad midrib showing, very smooth and of good substance, overlapping half; corona broad and very shallow bowl-shaped, lightly ribbed, primrose yellow, with green at base and a broad band of solid bright orange at rim, mouth straight, wavy, rim occasionaly notched. Mid-season to late"
"Occasionally","1","W","Y","G.E. Mitsch","1972","none","none","‘Wahkeena’","([‘Silverdale’ x ‘Kanchenjunga’] x ‘Preamble’)","Fl. forming a double triangle, 120 mm wide; perianth segments broadly ovate, blunt, very slightly mucronate, spreading, plane, overlapping one-third to a half; the inner segments more narrowly ovate, more nearly acute, slightly reflexed towards apex, with margins a little wavy; corona funnel-shaped, smooth, lemon yellow, with mouth flared and frilled, rim crenate. Mid-season"
"Misty Meadow","7","YYW","W","G.E. Mitsch","","none","none","‘Quick Step’","?‘Daydream’","Fl. 85 mm wide; perianth segments deep lemon yellow, with white at base. Late. Scented. Resembles `High Note' but with the colours more clearly contrasting"
"Songster","7","YYW","Y","G.E. Mitsch","","none","none","‘Quick Step’","‘Daydream’","Fl. rounded, 77 mm wide; perianth segments yellow, with a well-defined band of white at base; corona coppery yellow. Late"
"Melodious","2","Y","Y","G.E. Mitsch","","none","none","‘Jetfire’ open pollinated","","Fl. 84 mm wide; perianth segments light lemon yellow; corona deeper in tone. Mid-season"
"Autumn Gold","7","Y","Y","G.E. Mitsch","1968","none","none","‘Quick Step’","‘Daydream’","Fl. 80 mm wide, deep yellow. Late. Resembles a larger and usually single-flowered `Quail' of darker colour"
"Portal","2","W","WPP","G.E. Mitsch","","none","none","‘Rose Ribbon’","‘Caro Nome’","Fl. 108 mm wide; perianth segments milk white; corona pale lemon yellow, with a broad band of salmon pink at rim. Mid-season"
"Red Lory","2","Y","R","G.E. Mitsch","","none","none","’Narvik’ x ’California Gold’","‘Playboy’ x ‘Alamein’","Perianth segments deep yellow; corona bright orange-red, touched yellow at rim. Mid-season"
"Matapan","3 (b)","W","R","J.L. Richardson","pre1940","none","AM(e)  1957 ","‘Coronach’","‘Forfar’","Fl. 81 mm wide; perianth segments very broadly ovate, truncate, prominently mucronate, pure white, a little concave, very smooth and of thick substance, with midrib showing, ribbed, overlapping half; the inner segments more narrowly ovate, only slightly mucronate; corona orange-red (30B), mouth widely expanded and frilled, with three overlapping lobes"
"Princeps","1","W","Y","?Italian origin","pre1830","`Irish Princeps'?`Principe Umberto Primo'`Princeps Grand Trumpeter'","none","","","Fl. 95 mm wide; perianth segments narrowly ovate, acute, sulphur white, inflexed, twisted, smooth, overlapping at base only; corona narrowly funnel-shaped, loosely ribbed, rich yellow, paler at base, mouth expanded and more strongly ribbed, rim notched and dentate. Early. 2n=14"
"Principe Umberto Primo","1","W","Y","","","none","none","","",""
"Southgate","1","Y","Y","","","none","none","","",""
"Dream Time","1","W","Y","","","none","none","","",""
"Beebop","7","Y","Y","","","none","none","","",""
"Coral Beach","4","W","P","Mrs H.K. Richardson","pre1975","none","none","‘Marietta’","‘Irani’","Perianth and other petaloid segments broad, white, deeply overlapping; corona segments coral pink. Very late"
"Maiden Over","2","W","P","W.A. Noton","pre1988","none","none","","","Corona rich pink. Late"
"Trepolo","11b","W","O/W","J.W.A. Lefeber","","none","none","‘Brilliant Star’ hybrid","","Fl. 85 mm wide; perianth segments very broadly ovate, truncate, very prominently mucronate, spreading, with raised midrib, overlapping half; the inner segments less noticeably truncate or mucronate, square-shouldered at base; corona split to base, the six segments two-thirds the length of the perianth segments and alternate to them, oblong, narrow, squarish at apex, twisted and with margins incurved or more tightly incurled, with a broad longitudinal band of orange flanked by white, sometimes with a small extra growth between the segments at base. Mid-season"
"Cattistock","2","Y","R","D. Blanchard","","none","none","‘Revelry’","‘Dewlish’","Fl. 95 mm wide; perianth segments deep yellow, a little reflexed; corona solid red. Mid-season"
"Celtic Chief","2","Y","Y","N.A. Burr","1977","none","none","‘Golden Aura’","‘Celtic Gold’","Fl. forming a double triangle, 93 mm wide; perianth segments very broadly ovate, truncate, with slight white mucro, brilliant yellow 7A, spreading, plane, with midrib showing and margins very slightly incurling, regular, overlapping half; corona funnel-shaped, smooth, of a slightly brighter tone (12A) than the perianth, mouth a little frilled, with shallow overlapping lobes, rim flanged and minutely crenate. Mid-season"
"Dellan","2","Y","Y","Rosewarne EHS","1971","none","none","‘Brandon’","‘Saint Keverne’","Fl. 111 mm wide; perianth segments vivid yellow 9A, overlapping; corona expanded, slightly darker in tone (12A) than the perianth, with rim flanged and crenate. Early"
"Emblyn","2","Y","Y","Rosewarne EHS","1970","none","none","‘Dutch Master’","‘Saint Keverne’","Fl. 124 mm wide; perianth segments vivid yellow 9A, overlapping; corona expanded, slightly darker in tone (12A) than the perianth, frilled, with rim flanged. Early"
"Henfield","2","Y","GOO","N.A. Burr","","none","none","‘Achduart’","‘Loch Stac’","Fl. forming a double triangle, 93 mm wide; perianth segments broadly ovate, blunt, slightly mucronate, spreading, regular, overlapping one-third to a half; the inner segments a little narrower; corona very short funnel-shaped, widely expanded, smooth, mouth lobed and a little frilled, the lobes shallow and occasionally overlapping. Early to mid-season. Sunproof"
"Kerensa","1","Y","Y","Rosewarne EHS","1969","none","none","‘Saint Keverne’","‘Malvern City’","Fl. 105 mm wide; perianth segments broadly ovate, vivid yellow 12A, deeply overlapping; corona expanded, darker in tone (14A) than the perianth, with rim flanged and crenate. Early"
"Love Affair","1","W","Y","J.A. Hunter","1976","none","none","‘My Love’","‘Centaurus’","Fl. 112 mm wide; perianth segments broadly ovate, smooth, of good substance; corona cylindrical, light greenish yellow 4C, with mouth straight. Early to mid-season"
"Maitai","2","W","WWP","J.A. Hunter","","none","none","‘Rainbow’","‘Leonaine’","Fl. 102 mm wide; perianth segments ovate, smooth; corona only slightly wider at mouth than at base, near to vivid yellowish pink 30C at rim, a little frilled. Mid-season"
"Pink Quartz","2","W","PPW","J.A. Hunter","","none","none","‘Tangent’","‘Vascule’","Fl. 114 mm wide; perianth segments broadly ovate, pure white, smooth and of good substance; corona slightly expanding towards mouth, strong pink 49A, with white at rim, frilled. Mid-season to late"
"Polar Venture","2","W","W","J.A. Hunter","1978","none","none","‘Glendermott’","‘Kotuku’","Fl. 122 mm wide; perianth segments broadly ovate, of good substance; corona mouth slightly expanded, with rim slightly rolled"
"Procyon","1","Y","Y","J.A. Hunter","1977","none","none","‘Moon River’","‘Camelot’","Fl. 114 mm wide, vivid yellow 9A; perianth segments broadly ovate, blunt, of good substance; corona cylindrical, mouth straight, with rim dentate. Mid-season"
"Rosenwyn","1","Y","Y","Rosewarne EHS","1974","none","none","‘Dominator’","‘Toorak Gold’","Fl. 110 mm wide; perianth segments brilliant yellow 7A, slightly twisted, overlapping; corona expanded, slightly brighter in tone (12A), with mouth lobed, rim flanged and crenate. Very early"
"Talwyn","1","Y","Y","Rosewarne EHS","1971","none","none","‘Dutch Master’","‘Saint Keverne’","Fl. 110 mm wide; perianth segments brilliant greenish yellow, overlapping; corona expanded, vivid yellow 14B, with mouth lobed, rim flanged and crenate. Early"
"Veryan","1","Y","Y","Rosewarne EHS","1972","none","none","‘Unsurpassable’","‘Malvern City’","Fl. 113 mm wide; perianth segments brilliant greenish yellow 6A, overlapping; corona expanded, vivid yellow 9A, with rim flanged and crenate. Early"
"Ann's Cream","2","W","GYY","L.F. Manser","","none","none","‘Easter Moon’","‘Verona’","Fl. 105 mm wide; perianth segments broad, clear white, of good substance, overlapping; corona short cup-shaped, pale cream, with green at base, frilled, with rim entire. Mid-season"
"Ann's Blush","2","W","GWP","L.F. Manser","","none","none","‘Easter Moon’","‘Fair Prospect’","Fl. 110 mm wide; perianth segments broadly ovate, clear white, overlapping; corona cup-shaped, opening yellowish, soon becoming creamy white, with grey-green at base and deep pink at rim. Mid-season"
"Tru","3","W","WWY","D.J. Jackson","1977","none","none","Sdlg 212/69","‘Bandit’","Fl. 100 mm wide, greenish white (155A); perianth segments rounded at apex; corona disc-shaped, with brilliant greenish yellow 6A at rim. Mid-season to late"
"Tisa","2","W","O","D.J. Jackson","1978","none","none","‘Toya’","sdlg 167/70","Fl. 108 mm wide; perianth segments very broadly ovate, greenish yellow 155A; the inner segments a little narrower; corona very deeply split, with the six lobes overlapping, vivid orange 28B. Mid-season"
"Tekim","3","W","YYR","D.J. Jackson","1978","none","none","‘Lichfield’","’Potent’","Fl. 95 mm wide; perianth segments rounded, greenish white (155A), of glistening substance; corona vivid yellow 9A, with a very narrow band of red (40B) at rim. Mid-season to late"
"Raun","1","W","W","D.J. Jackson","1978","none","none","‘Glendermott’","‘Mercedes’","Fl. 105 mm wide, greenish white (155A); corona frilled, with rim strongly rolled. Mid-season"
"Puk-Puk","2","W","P","D.J. Jackson","1979","none","none","‘Madang’","‘Tim’","Fl. 107 mm wide; perianth segments very broadly ovate, greenish white (155A); corona light yellowish pink 37D, mouth expanded and frilled, with rim rolled. Mid-season to late"
"Posai","2","Y","P","D.J. Jackson","1979","none","none","‘Daydream’","‘Chino’","Fl. 98 mm wide; perianth segments vivid yellow 9B, touched white at base, slightly concave; corona light yellowish pink 19B. Early to mid-season"
"Kukim","1","W","Y","D.J. Jackson","1979","none","none","‘Helsal’","‘Daric’","Fl. 104 mm wide; perianth segments greenish white 155C; corona cylindrical or somewhat funnel-shaped, brilliant greenish yellow 7C, with mouth slightly flared. Mid-season"
"Kros","3","Y","R","D.J. Jackson","","none","none","‘Kopi’","‘Tia’","Fl. 90 mm wide; perianth segments broadly ovate, rounded at apex, vivid yellow 9B, overlapping; corona orange-red (30B). Mid-season to late"
"Kingurra","1","W","W","D.J. Jackson","1977","none","none","Sdlg 19/70","‘Mercedes’","Fl. 107 mm wide; perianth segments broadly ovate, acute, greenish white 155C; corona cylindrical, with mouth straight and slightly frilled. Mid-season"
"King Hit","2","Y","YOO","D.J. Jackson","1979","none","none","‘Ra’","‘Yoone’","Fl. 100 mm wide; perianth segments broadly ovate, rounded at apex, brilliant greenish yellow 6A, with slight white mucro, spreading, smooth, overlapping half or more; the inner segments truncate and only very slightly mucronate, shouldered at base, a little inflexed, with margins slightly wavy; corona bowl-shaped, orange (28A) paling to yellow at base, lightly frilled. Early to mid-season"
"Kembla","1","W","W","D.J. Jackson","1978","none","none","Sdlg 172/65","‘Mercedes’","Fl. 103 mm wide, yellowish white 155D & B; perianth segments broadly ovate, rounded at apex; corona darker in tone than the perianth. Early"
"Huon Pride","4","W","W","D.J. Jackson","1976","none","none","‘Tavelle’","‘Chimeon’","Fl. 93 mm wide; perianth segments greenish white (155A); corona segments opening yellow, becoming pinkish white (159D). Late. 2n=28"
"Farrago","3","W","W","D.J. Jackson","","none","none","‘Verona’","‘Placid’","Fl. 93 mm wide; perianth segments rounded, greenish white (155A), smooth; corona opening slightly yellow, becoming creamy white. Mid-season"
"Eaton Song","12","Y","O","Harry I. Tuggle Jr","1973","none","AGM 2001 ","‘Matador’","{N. cyclamineus}","Fls usually 3 per stem, 68 mm wide; perianth segments ovate, blunt, only very slightly mucronate, opening sulphur yellow, becoming a little paler, reflexed, sometimes twisted and with margins incurved or recurved, overlapping a quarter to one-third; corona cylindrical, short, strongly ribbed, opening yellow-orange, becoming bright orange, sometimes with a paler tone at rim, mouth straight, frilled, rim crenate. Dwarf. Early. With secondary stems of 1-2 fls"
"Swaledale","2","Y","Y","Jan Dalton","","none","none","‘Daydream’ hybrid","","Fl. 90 mm wide; perianth segments smooth, overlapping; corona cylindrical, becoming peachy buff, with mouth slightly flared, rim crenate. Mid-season. Resembles `Daydream' in form and colour of perianth but with the segments more nearly acute"
"Sally Star","3","W","YRR","Albert Davis","1979","none","none","‘Kilworth’","‘Rockall’","Fl. 100 mm wide; perianth segments broad, overlapping; corona very shallow bowl-shaped, orange-red (30B), with vivid yellow 9B at base. Mid-season. Resembles `Cairntoul' but with a slightly larger perianth of purer white"
"Legionair","2","W","YYR","Albert Davis","1978","none","none","‘Kilworth’","‘Arbar’","Fl. 96 mm wide; perianth segments broad, overlapping; corona very shallow bowl-shaped, vivid yellow 9B, with orange-red (30B) at rim, mouth expanded and frilled. Mid-season. Closely resembles `Ringleader' but with a purer white perianth and a broader rim to the corona"
"Sally Sun","2","Y","Y","Albert Davis","1978","none","none","‘Camelot’","‘Arctic Gold’","Fl. 98 mm wide; perianth segments vivid yellow 9B, overlapping; corona pale yellow 12D, with mouth expanded. Mid-season. Resembles `Golden Joy' but with a rolled rim to a deeper yellow corona"
"Alba Pax","2","W","GWW","J.E. Colley","1978","none","none","‘Greenland’","‘Panache’","F. 95 mm wide, pure white; perianth segments broadly ovate, blunt and slightly mucronate, with a touch of green at base, spreading, plane or very slightly concave, with margins incurling at apex, broad midrib showing, regular, overlapping half; the inner segments more narrowly ovate, plane, shouldered at base; corona long, funnel-shaped, with green at base, mouth flared and frilled, rim crenate. Late"
